comment,sentiment,length
sub se zaiyda mein jagah hazrat mosa a s ka zikar aya hain,positive,58
tareef kiya huwa,positive,16
har musalman mard aurat ghulam aazad chotay baray par namaz e eid se pehlay sadqa e fitr dena lazim hai,positive,103
ap sb ki shirkat ka shukrya,positive,27
mullah umar ne afghan hukomat amp taliban muzakrat ki himayat kar di afghanistan se qabzay k khatmay k liye muzakrat jaiz hen paigham,positive,133
skin saf krny k liye honey milk or dahi mix kijye is mixture ko mint k liye skin pr laga lijye bad mai saf pani sy dho lijye,positive,124
samnay betha tha mere or wo mera na tha,positive,39
allah ki naimaton main sy naimat hy or moqa mily or bach jana yeh,positive,65
atc ne march ko giriftar honewale zulficar mirza k guard ko riha karne ka hukum dedia,positive,85
apny bhai ki madad karo,positive,23
islam musalmano k ilam ka naam nhe un k amal ka naam hy yani islam bolny wali baat nhe karny wala kaam hy,positive,105
main aaj se hi bicha doon us raah pe palken,positive,43
cheze halos e dil k sat karni chahey,positive,36
raham karam dua,positive,15
es ki bunyad kalma tayyaba par hain,positive,35
se july tak karachi janay wali trainon k kirayon me kami khali trainen wapsi per senkron musafiron ko lati hen,positive,110
subai hakumat ne chand raat per hawai firing karne per pabandi aid kr di,positive,72
nishaniyan ka pani metha hojana na ziada sardi khula huwa shu a k tulu hona,positive,75
ramzan k akhri ashray me mazeed barishon ka imkaan,positive,50
eid ul fiter per bi barishon ka imkan,positive,37
tabdeli yhi log laskengy,positive,24
masjid qab a is the first mosque where mohammad saw openly led the regular prayer congregation of his companions,positive,112
darood sharif parh kar muslim dosto ko send kro,positive,47
bar parhny say gunah mitaty hain or nikya milti hain,positive,52
doston ko bhe daawat den,positive,24
islamabad k baldiyati intakhabat jamati buniyad per kraney ka bill senate me kasrat e rae se manzur,positive,99
incharge officer slaughter house dr ghafoor mengal ki nigrani me govt slaughter house me bemar janwaron k gosht ko jalae gaye,positive,125
jo shakhs allah k liye din aitikaf karta hy allah isko jahanum se zamin asman k barabar guna door kar deta hy,positive,109
namaz e fajar hamari khobsoorti mein ezafa karti hain,positive,53
namaz e zuhar hamari aamdani mein izafa karti hein,positive,50
subai assembliyon ki sala karkardagi me khyber pakhtunkhwa assembly score k sath behtreen qarar survey,positive,102
imran amp reham khan is saal hajj pr jaengy,positive,43
bohat say log tujhy dekh kar hamaray huwe,positive,41
such me wo log sirf kaha karte the,positive,34
love from pakistan,positive,18
kamyab tareen inqalab tha votes,positive,31
last night in dono marches ko mila kar supporters ki total tadad tak banti hy eye witnesses,positive,91
zero point k bad se bhi agy jayengy ka jawab,positive,44
kia husan e ittefaq hy unki galli tak,positive,37
hum kaam se gaye thy phir kaam se gaye,positive,38
k apni maa k qadmo k nishan dhondh raha ho,positive,42
lve u mm,positive,8
per toot k chahna sirf baar hota hai,positive,36
agar hai to janab yeh article ap k lie hi hai,positive,45
basa hy kon tairy dil mein gull e badan ay dard,positive,47
k boo gulaab ki aayi tairy paseeny mein,positive,39
dar e mustafa s a w w meri sultanat ussi saltanat ka faqeer hon,positive,63
to umrain beet jaen gi kaha na achay lagty ho to bus lagtay ho,positive,62
ferdous ki lawn ap ki hoi,positive,25
sapney mein sine se lagaya pyaar kia jee behlaya,positive,48
ghussay mei such bolna aur taqat k hotay huay muaf karna afzal tareen naikiyon me se hai,positive,88
meri chahat,positive,11
meri manzil,positive,11
ek arsy bd us k sher lota to hran rhgia,positive,39
fehmiyaan or bhi barh gayn khushqismati smajhi jati hay jab ghar ka gate junoob ki taraf ho,positive,91
mainay kaghaz per bhi bana kar dekhin aankhain uski,positive,51
koi tujhsa ho to phir naam bhi tujh sa rakhy,positive,44
koi jb hns k milta hai mujy tm yad aaty ho,positive,42
balke khusi is baat ki hai k misbah chakka maratay waqt gira nhi,positive,64
ammi pochti hain khane mein kya doon to mein kehta hoon extra sheet plz,positive,71
magharbi wasti riyasaton main barf bari ka silsala jari,positive,55
janty hoty to mere hoty,positive,23
kisi k sa ath sahii par wo nazar to,positive,35
kaha na yaad aaty ho tu bus yad aaty ho,positive,39
ye mohabt b kya chz hy,positive,22
muskura k guzar jana zaroori tha kya,positive,36
barha mulk ban gaya,positive,19
dobara muslim league q punjab kay bila muqabla saddar muntakhib,positive,63
nov ko kahira misar me mohammad ali pasha ki nigrani me publish hwa,positive,67
tum pay aitbaar ki,positive,18
ek muhabbat karli,positive,17
dosra tum sey karli,positive,19
kia khabar thi k tujhe ye hunar b aata hy,positive,41
js qaom ka aghaz hi iqra se huwa tha,positive,36
ilm hasil kerna ibadet or ilm ki tlash jihad hy,positive,47
zindagi ko badalne me waqt nahi lagta,positive,37
pehle mohabat ka iqraar karna,positive,29
zameen k neeche sakoon sey rehtay hain,positive,38
kabhi aap dusro k lye dil se dua mang kr dekho,positive,46
apko kabhi apne lye mangne ki zarurt hi nahi paregi aur wo ap k,positive,63
nadan itna nahi samjhi ishq chahre se nahi nazron se shuru hota hai,positive,67
kaash aisa ho,positive,13
mera pehla pyar,positive,15
k din namaz k liye azaan di jaey to tum allah k zikar ki taraf daor kar aao,positive,75
haiseat say half utha liya,positive,26
indies ko hara kar world cup th martaba jeet lia,positive,48
kr lo mhbt rasul e pak saww se qk akhrat me un k siwa koi hamara na hoga,positive,72
bugti mein civilian hukmrani bahal ki jaye adalti hukum,positive,55
nationality nahin chor sakta,positive,28
kabi thehro meray dill men muhabat seekh jao gy,positive,47
allah pak ki mehrabani pr hai is liye,positive,37
allah ki makhlooq pe mehrbani krty raho,positive,39
allah tm pr mehrban rahy ga,positive,27
titt liyaan mandlarhi hein kanch k gulldaan par lt,positive,50
darood shareef ki kasrat ki jiay,positive,32
allah pak ham sb k dilon ko aaqa huzoor saww k ishq se munawar krdy,positive,67
na jany q us ki aankhon pe zindagi lutanay ko ji chahta hai,positive,59
daikha ho tou aa mere ujrey howay bikhrey,positive,41
apny andar se ghuroor ki aadat ko mitta dena chahty ho,positive,54
to ghareeb logon ko salam kr lia kro,positive,36
or cricket ki all commandz muft hasil kren,positive,42
ab khayal rakhna apna,positive,21
hr ik parcham sa uoncha parcham e islam ho jaya,positive,47
aik baar darood e pak par kr agay forward kren,positive,46
ba khuda tujh se kuch nahi chaha,positive,32
mai apnay nabi s a w w se mhbt q na karu k un se haseen to janat b nhi,positive,70
apko kabhi apne lye mangne ki zarurt hi nahi paregi,positive,51
kon kehta hy guzra waqt wapis nahi ata or sb khte hen ktna nurani chehra hy,positive,75
ab sham ho chuki hai n mera hath tham l,positive,39
bilkul muft hasil karen,positive,23
na koi tmhy mot dy skta hy amp na koi tmhra rizq km kr skta hy,positive,62
beshk allah bht rehm krny wla hy,positive,32
karachi k badalte hue halaat or nit nayi faida mand offers se bakhabar rahiye bilkul free,positive,89
ar tabba sports complex me apmf job fair ka agaz ho gaya hai,positive,60
hamara saala tajurba ap ke umeed,positive,32
aaj bhi shehar me target killing ka koi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,positive,96
mukhtalif jamato ki janib se rangers k haq me muzahire,positive,54
karachi press club per mukhtalif jamato or nine zero per mqm ki janib se sindhi topi or ajrak day manaya gaya,positive,109
rabi ul awal eid e milad un nabi jumerat december ko ho gi,positive,58
ye mamla peer tk hal hojaye ga ch nisar ehtiyat se kam len,positive,58
apne yadgar lamhat ko shandar banain,positive,36
citynews ki janib se police rangers ko khiraj e tehseen,positive,55
baldyati elections me polling ka silsila jaari awam me josh o kharosh,positive,69
citynews ki janib se kamyab security iqdamat per police rangers ko khiraj e tehseen,positive,83
dec ko baldyati elections k mauqay per karachi me loadshedding nahi ki jaigi,positive,76
aaj shehar me target killing ka koi bhi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,positive,96
azad umeedwar sameer qureshi symbol hanger ko vote de ker khidmat ka mauqa dein,positive,79
dist korangi uc green town ward abdul mabood majid sheikh azad umedwar intkhabi nishan bijli ka heater ko vote dein,positive,115
december ko karachi k awam taliban k hamiyo ko mustarad ker den ge hyder abbas rizvi mqm,positive,88
imran khan ka kal bhi rally nikalnay ka elaan,positive,45
karkunan ki badi tadad airport k bahir mojood,positive,45
se pmln ki rally rawan dawan nagmo per raqs,positive,43
amantech ne wada nibhaya,positive,24
behtar rozgaar ka moqah dilaya,positive,30
adaalati pabandi k pesh e nazar security idaro ne altaf hussain ki tasveer walay boards utaar diye,positive,98
bds ne bomb ko nakara bana dia,positive,30
wukla gawaho or ehlkaro k qatilo or sahulatkaro ko girftar kia jaiga,positive,68
mutasrin e zalzala ki dil khol kr madad karen,positive,45
karachi me aashura k mauqay per mukammal aman raha,positive,50
kamyab security intizamat per rangers police or intizamia ko mubarakbad,positive,71
pakistan ko ab tak runs ki bartari hasil,positive,40
karachi ki prime location per mobile ka karobar kerne ka nadir moqa,positive,67
bank me daketi k doran guard ki firing se dakait halak shanakht nahe hosaki jinnah hosp shift rpt maqsood alam,positive,110
ibrahim hydri se target killers griftar,positive,39
gharelo cylinder or commercial cylinder rupay sasta hogaya,positive,58
janwaron k rate kam hone ka imkan,positive,33
mein sirf payment pr shop k malik banye baqaya kama k ada kijea,positive,63
jald nayi qayadat samnay la raha hoon,positive,37
pia ka maah e ramzan k doraan andron e mulk parwazon k kirayon me feesad kami ka elaan,positive,86
wahab riaz ne or m hafeez ne wicket hasil ki,positive,44
sadar bruns road old city area samet kayi elaaqo me bajay se he samosay pakoray bikna shuru,positive,91
pak fouj k shohdaa k lawahiqeen k lye sindh me acre zameen denay ka faisla,positive,74
sabiqa ummaton ki tarah tum per bhi rozay farz kiye gaye hain takay tum mut taqi ban jao,positive,88
tamam members se bharpoor barish k lye dua kernay ki appeal,positive,59
jo shakhs allah aur qayamat per eman rakhta ho usay chahiye k achi baat karay parosi or mehman ka ikram karay,positive,109
insaaf karo ye taqwa k qareeb tar hai aur allah se daro bay shak allah har cheez se baa khabar hai,positive,98
tum me se koi us waqat tak momin nahi hoga jb tk apni pasandidah cheez ko apnay bhai k liye bhi pasand na karay,positive,111
allah hidayat walay k seenay ko islam k liye khol deta hai,positive,58
roza dhaal hai,positive,14
jab quran parha jaye tau khamosh ho kar pori tawajjah se suno takay tum per raham kiya jaye,positive,91
jannat k darwazon me se darwazay ka naam rayyan hai jis se siraf roza daar hi dakhil ho saken gay,positive,97
allah salamti k ghar ki taraf bulata hai aur jisay chahay seedhay raastay ki taraf hidayat deta hai,positive,99
allah ki bandagi karo gharibon ko khana khilaao aur salam ko aam karo jannat me salamti k sath dakhil ho gay,positive,108
din k duno aur raat k kuch hisson me namaz qaim karo yaqeenan nekiyaan buraiyon ko mita deti hain,positive,97
roz subah farishtay utartay hain un me se aik sakhi k liye dua,positive,62
meray bandon ko bata do k main bakhashnay wala aur meharban hun,positive,63
kart pr tola rupe ka hogia mazeed kami ka imakan,positive,48
kisi miskeen ko sadqa dena sawab aur rishtay daar ko sadqa dena sawab hai aik sadqa ka dosra sila rahmi ka,positive,106
allah momino ka difaa karta hy,positive,30
shokat khanum me mareezo ka muft elaj hota hai,positive,46
tum sab mil kar allah k samnay tauba karo takay tumhen falaah aur kamyabi naseeb ho,positive,83
tum meray dunya me ghaar k sathi aur aakhrat me houz e kausar k bhi sathi aur rafiq ho gay,positive,90
rahman k banday aajzi se chaltay jahilon se salamti ki baat kehtay aur raat ko ebadat kartay hain,positive,97
allah majboor o bay kas ki pukaar sunta un ki takleef ko dor karta aur un ko apna naib banata hai,positive,97
shehar me aaj target killing ka koi bhi waqia pesh nahi aaya allah aman ko dawam bakhshay aameen,positive,96
aur momin ali se bughz nahi rakhta,positive,34
allah aur farishtay nabi per durood bhejhtay hain momino tum bhi un per durood o salam bhejo,positive,92
allah ki shaan ye hai k jab wo kisi cheez ka irada karta hai tau kehta hai ho ja tau wo hojati hai,positive,98
hafeez ki wkts or shandar century ki badolat pakistan ne ka hadaf wickets per hasil ker lia,positive,91
aey allah muavia ko logon k liye zariya e hidayat khud hidayat yaafta aur un se hidayat ka kaam bhi lijiye,positive,106
jinho ne apni jaano per zulum kiya woh allah ki rehmat se maysu na ho allah sb gunah maf krta hai,positive,97
meray sahaba r a sitaaron ki manind hain un me se tum jis ki bhi pairwi karo gay tau hidayat paao gay,positive,101
allah jisay chahta hai qurb k liye chunta hai aur apni taraf ruju karnay walon ko hidayat deta hai,positive,98
eid ki khushi me cng stations july ko khulenge or july tak cng stations bund nahe honge,positive,87
momin bhai bhai hain apnay bhaiyon k darmiyan sulah karao allah se daro takay raham kiya jaye,positive,93
aaj ki shab milnay walay watan pakistan ki salamati k lye duaao ki appeal,positive,73
hum ne quran ko samajhnay k liye aasan kar diya phir koi hai sochnay or naseehat hasil karnay wala,positive,98
jotumhen rasool den wo lay lo aur jis cheez se tumhen mana karen us se tum baaz raho allah se daro,positive,98
jo shakhs ramzan k rozon k baad shawwal k rozay bhi rakhay tau wo hamesha roza rakhnay walay k manind hoga,positive,106
k electric ka eid ul fitar per load shedding na karne ka elaan,positive,62
farishto ka nuzool aakhir surto n ki tafseer,positive,44
pani chori ki saza sal or lakh jurmana hoga,positive,43
meri meray waliden ki meray ghar walon ki aur momin mardon khawateen ki maghfirat farma,positive,87
ramzan ki aakhri raat me pori ummat k aamaal karnay walon ki maghfirat aur bakhshish ka faisla kia jata hai,positive,107
tamam members ko eid ka chand mubarak,positive,37
dua karen allah karachi ko aman ka gehwara bana day,positive,51
pakistan ko matched ki series me ki bartari,positive,43
bangal se aanay wala barish ka system kal sunday pakistan me dakhil hoga karachi me mm barish ka imkan,positive,102
pakistan aaj ka match harnay k bawajood series se jeet gya,positive,58
petrol ki qeemat me rupay paise or deisel ki qeemat me rupay paise fee litre kami ka elan,positive,89
